Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Skyline Slab Center","Skyline Slabs > Aquarian Valley > San Francisco Bay Area > California",https://www.mountainproject.com/route/111249464/skyline-slab-center,1.5,-1,Trad,"5.7 R",2,300,37.29093,-122.16816
"Old Bolt Ladder","Skyline Slabs > Aquarian Valley > San Francisco Bay Area > California",https://www.mountainproject.com/route/111911035/old-bolt-ladder,3.0,-1,Sport,5.10d,1,40,37.29093,-122.16816
"Chewy's Lookout","Mother Load > Devil's Canyon > Aquarian Valley > San Francisco Bay Area > California",https://www.mountainproject.com/route/111050900/chewys-lookout,1.7,-1,"Sport, TR",5.10b,1,40,37.28901,-122.16702
"Green Bud","Mother Load > Devil's Canyon > Aquarian Valley > San Francisco Bay Area > California",https://www.mountainproject.com/route/111050868/green-bud,1.0,-1,TR,5.10d,1,40,37.28901,-122.16702
"Mother Load","Mother Load > Devil's Canyon > Aquarian Valley > San Francisco Bay Area > California",https://www.mountainproject.com/route/111050875/mother-load,3.0,-1,"Sport, TR","5.11b R",1,50,37.28901,-122.16702
"Panning for Holds","Mother Load > Devil's Canyon > Aquarian Valley > San Francisco Bay Area > California",https://www.mountainproject.com/route/111050888/panning-for-holds,1.0,-1,TR,5.12b,1,50,37.28901,-122.16702
"ZPG Now!","ZPG (Zero Population Growth) > Devil's Canyon > Aquarian Valley > San Francisco Bay Area > California",https://www.mountainproject.com/route/117020520/zpg-now,1.0,-1,"TR, Boulder","5.12b V4 PG13",1,20,37.28978,-122.16682
"Pearls before Swine","Waterfall Wall > Aquarian Valley > San Francisco Bay Area > California",https://www.mountainproject.com/route/108642903/pearls-before-swine,3.0,-1,"Sport, TR",5.10c/d,1,60,37.29041,-122.16654
"Do not know","Waterfall Wall > Aquarian Valley > San Francisco Bay Area > California",https://www.mountainproject.com/route/108642897/do-not-know,2.0,-1,"Sport, TR",5.10d,1,50,37.29041,-122.16654
"The Claw Right","The Claw & The Beak > Eagle Peak Area > Aquarian Valley > San Francisco Bay Area > California",https://www.mountainproject.com/route/111250010/the-claw-right,2.0,-1,"Sport, TR",5.8,1,45,37.28922,-122.16471
"The Claw Left","The Claw & The Beak > Eagle Peak Area > Aquarian Valley > San Francisco Bay Area > California",https://www.mountainproject.com/route/111250070/the-claw-left,2.0,-1,"Sport, TR",5.10b,1,45,37.28922,-122.16471
"The Beak","The Claw & The Beak > Eagle Peak Area > Aquarian Valley > San Francisco Bay Area > California",https://www.mountainproject.com/route/120338759/the-beak,2.0,-1,"Sport, TR",5.11a,1,40,37.28922,-122.16471
"Classic Crack","Eagle Peak > Eagle Peak Area > Aquarian Valley > San Francisco Bay Area > California",https://www.mountainproject.com/route/113948627/classic-crack,3.1,-1,"Trad, TR",5.9,1,66,37.28897,-122.16522
Face-Corner,"Eagle Peak > Eagle Peak Area > Aquarian Valley > San Francisco Bay Area > California",https://www.mountainproject.com/route/114159663/face-corner,2.0,-1,Sport,5.9,1,40,37.28897,-122.16522
Face,"Eagle Peak > Eagle Peak Area > Aquarian Valley > San Francisco Bay Area > California",https://www.mountainproject.com/route/120461547/face,2.0,-1,"Sport, TR",5.10c,1,50,37.28897,-122.16522
"Left climb ( 1)","Stevens Canyon Boulder > San Francisco Bay Area > California",https://www.mountainproject.com/route/109496944/left-climb-1,1.0,-1,"Sport, TR","5.7+ PG13",1,25,37.27224,-122.08336
"Tree Climb ( 2)","Stevens Canyon Boulder > San Francisco Bay Area > California",https://www.mountainproject.com/route/109496956/tree-climb-2,1.0,-1,"Sport, TR",5.9,1,25,37.27224,-122.08336
"Roof route ( 3)","Stevens Canyon Boulder > San Francisco Bay Area > California",https://www.mountainproject.com/route/109496972/roof-route-3,1.5,-1,"Sport, TR",5.10c,1,25,37.27224,-122.08336
"Right Leaning Crack ( 4)","Stevens Canyon Boulder > San Francisco Bay Area > California",https://www.mountainproject.com/route/109497381/right-leaning-crack-4,1.0,-1,"Sport, TR",5.10d,1,25,37.27224,-122.08336
"The Old Man And The Sea 5.11+/5.12-","Main Wall > Cliff House Boulders > San Francisco Bay Area > California",https://www.mountainproject.com/route/121267271/the-old-man-and-the-sea-511512,3.0,-1,"TR, Boulder","5.11+ V3 PG13",1,20,37.77776,-122.51356
"San Pedro Cliff Center","San Pedro Cliff > Pacifica Headlands > San Francisco Bay Area > California",https://www.mountainproject.com/route/111264096/san-pedro-cliff-center,2.5,-1,TR,5.8,1,60,37.60553,-122.5005
"Right Variation","San Pedro Cliff > Pacifica Headlands > San Francisco Bay Area > California",https://www.mountainproject.com/route/118722225/right-variation,2.3,-1,TR,5.9+,1,45,37.60553,-122.5005
"Orbital Impact","Woodside Rock > San Francisco Bay Area > California",https://www.mountainproject.com/route/113454415/orbital-impact,1.8,-1,TR,5.7,1,35,37.43849,-122.24062
"Neater Pickles","Woodside Rock > San Francisco Bay Area > California",https://www.mountainproject.com/route/119556208/neater-pickles,3.0,-1,"Sport, TR","5.7+ PG13",1,25,37.43849,-122.24062
"Empty Pockets","Woodside Rock > San Francisco Bay Area > California",https://www.mountainproject.com/route/111949873/empty-pockets,1.8,-1,TR,5.8,1,35,37.43849,-122.24062
Unnamed,"Woodside Rock > San Francisco Bay Area > California",https://www.mountainproject.com/route/111268777/unnamed,1.4,-1,TR,5.8,1,40,37.43849,-122.24062
"Bear Cub Crack","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106648342/bear-cub-crack,1.5,-1,Trad,5.7,1,60,38.652,-122.61094
"Ursa Major","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106651146/ursa-major,1.0,-1,Trad,"5.7 PG13",1,75,38.652,-122.61094
"Dirty Paws","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121641623/dirty-paws,2.0,-1,Sport,5.7,1,40,38.652,-122.61094
"NE Butt of Bear Chimney","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121675597/ne-butt-of-bear-chimney,2.3,-1,Sport,5.7,1,40,38.652,-122.61094
"Drunken Sailor","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121646017/drunken-sailor,2.3,-1,Sport,5.8,1,40,38.652,-122.61094
"Ursa Minor, aka: Guillotine Crack","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106648326/ursa-minor-aka-guillotine-crack,1.9,-1,Trad,5.8+,1,65,38.652,-122.61094
"Theodore Roosevelt (aka Teddy Bear)","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735722/theodore-roosevelt-aka-teddy-bear,2.1,-1,Sport,5.9,1,70,38.652,-122.61094
"The Bear Crack","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106165037/the-bear-crack,2.6,-1,Trad,5.9+,1,100,38.652,-122.61094
"Mark's Moderate","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735719/marks-moderate,2.4,-1,Trad,"5.10a R",2,120,38.652,-122.61094
"Bear Fingers","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105798431/bear-fingers,2.6,-1,Trad,5.10a,1,55,38.652,-122.61094
"Pieces of Eight","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121750958/pieces-of-eight,3.0,-1,Sport,5.10a,1,70,38.652,-122.61094
"Choss Factor 3","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121750837/choss-factor-3,2.0,-1,Sport,5.10a,1,50,38.652,-122.61094
"Rusty Razor","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121653185/rusty-razor,1.4,-1,Sport,5.10a,1,40,38.652,-122.61094
"Arete (aka 3-Star Arete)","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735716/arete-aka-3-star-arete,2.6,-1,Sport,5.10b,1,50,38.652,-122.61094
"Silverado Squatters","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105798411/silverado-squatters,2.8,-1,Sport,5.10b,1,60,38.652,-122.61094
Kidnapped,"The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105954933/kidnapped,2.7,-1,Sport,5.10b,1,50,38.652,-122.61094
"Just Bearly","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106651152/just-bearly,2.0,-1,Trad,5.10,1,65,38.652,-122.61094
"Jekyll and Hyde","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734819/jekyll-and-hyde,2.6,-1,Sport,5.10b/c,1,50,38.652,-122.61094
Rampage,"The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106155983/rampage,3.1,-1,Sport,5.10c,1,60,38.652,-122.61094
"Gold Doubloons","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121765653/gold-doubloons,3.0,-1,Sport,5.10c,1,75,38.652,-122.61094
"Martian Landscape","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121766340/martian-landscape,2.8,-1,Sport,5.10c/d,1,80,38.652,-122.61094
Kodiak,"The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106640657/kodiak,1.8,-1,Sport,5.10c/d,1,50,38.652,-122.61094
"Black Hole Sun","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734579/black-hole-sun,2.7,-1,Sport,5.10d,1,60,38.652,-122.61094
"Napa Valley Party Service","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106155979/napa-valley-party-service,2.0,-1,Sport,5.11a,1,60,38.652,-122.61094
Grigio,"The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/110747667/grigio,3.0,-1,Sport,5.11a,1,25,38.652,-122.61094
"Old And In The Way","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106155969/old-and-in-the-way,2.1,-1,Sport,5.11b,1,60,38.652,-122.61094
"Wayne's World","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106155974/waynes-world,2.3,-1,Sport,5.11b/c,1,85,38.652,-122.61094
"Bear Arete","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734570/bear-arete,2.0,-1,Sport,5.11c,1,80,38.652,-122.61094
"Beast of Burden","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735728/beast-of-burden,3.3,-1,Sport,5.11c,1,50,38.652,-122.61094
"The Beast","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106165012/the-beast,3.5,-1,Trad,5.11c,1,50,38.652,-122.61094
"Polar Bear Spire","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106640662/polar-bear-spire,2.0,-1,Sport,5.11c,1,65,38.652,-122.61094
"Smash n Grab","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106354849/smash-n-grab,2.3,-1,Sport,5.11d,2,85,38.652,-122.61094
"Uncle Tom","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108049031/uncle-tom,3.1,-1,Sport,5.11d,1,50,38.652,-122.61094
"Stone Free","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734573/stone-free,3.0,-1,Sport,5.11d,1,60,38.652,-122.61094
Freestone,"The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120784648/freestone,4.0,-1,Sport,5.11d,1,70,38.652,-122.61094
"Treasure Island","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/107725219/treasure-island,3.4,-1,Sport,5.12a,1,60,38.652,-122.61094
Brazin,"The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/110747711/brazin,2.6,-1,Sport,5.12a,1,35,38.652,-122.61094
"Body Snatcher","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106455077/body-snatcher,2.2,-1,Sport,5.12a/b,1,80,38.652,-122.61094
"Bear's Choice","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106162963/bears-choice,2.5,-1,Sport,5.12a/b,1,50,38.652,-122.61094
"Kill Uncle","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735725/kill-uncle,3.2,-1,Sport,5.12b,1,50,38.652,-122.61094
"Swallow My Pride","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106165027/swallow-my-pride,3.0,-1,Sport,5.12b,1,50,38.652,-122.61094
"Jason and the Argonauts","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735731/jason-and-the-argonauts,3.6,-1,Sport,5.12b/c,1,50,38.652,-122.61094
"Old Ghost","The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/110747892/old-ghost,3.5,-1,Sport,5.12d,1,25,38.652,-122.61094
Moonshine,"The Bear > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/113605983/moonshine,2.0,-1,Sport,5.13b/c,1,25,38.652,-122.61094
"Ivory Coast","Ivory Coast > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/111401509/ivory-coast,3.0,-1,"Sport, TR",5.10d,1,100,38.65194,-122.621
"Lichen It","Lower Buttress > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108550777/lichen-it,2.0,-1,Trad,5.7,1,60,38.65118,-122.61905
"The Farthing","Lower Buttress > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108550828/the-farthing,2.0,-1,Trad,"5.8 PG13",1,50,38.65118,-122.61905
Farther,"Lower Buttress > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106287982/farther,1.4,-1,Sport,5.8,1,30,38.65118,-122.61905
"Seymour Frishberg","Lower Buttress > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734648/seymour-frishberg,2.6,-1,Trad,"5.9 R",1,70,38.65118,-122.61905
Scorpio,"Lower Buttress > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/109209944/scorpio,2.6,-1,Sport,5.10a,1,60,38.65118,-122.61905
Spellcaster,"Lower Buttress > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/109209911/spellcaster,3.0,-1,Sport,5.11a,1,40,38.65118,-122.61905
"Continental Drift Whiplash","Lower Buttress > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/109202189/continental-drift-whiplash,3.1,-1,Trad,5.11-,1,60,38.65118,-122.61905
"Boneless Chicken Ranch","Lower Buttress > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734645/boneless-chicken-ranch,3.0,-1,Trad,5.11b,1,60,38.65118,-122.61905
"Forrester's Crack","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/111843743/forresters-crack,2.3,-1,Trad,5.7,1,70,38.65134,-122.61858
"Step To The Left","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734615/step-to-the-left,2.1,-1,"Trad, Sport","5.8 X",1,70,38.65134,-122.61858
"New Tradition","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106287942/new-tradition,2.6,-1,Sport,5.8,1,75,38.65134,-122.61858
"Something Good","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106287949/something-good,1.8,-1,"Sport, TR",5.8,1,50,38.65134,-122.61858
"Let's Climb Naked","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106287970/lets-climb-naked,2.0,-1,Sport,"5.8 PG13",1,40,38.65134,-122.61858
"The Pile","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106599858/the-pile,1.0,-1,"Trad, TR",5.8,1,40,38.65134,-122.61858
"Baby Atlas (aka The Chickens are Restless)","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106599898/baby-atlas-aka-the-chickens-are-restless,2.0,-1,Sport,5.8,1,40,38.65134,-122.61858
Tradfest,"Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108433306/tradfest,2.7,-1,Trad,5.8,7,385,38.65134,-122.61858
5.8,"Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/111109242/58,2.0,-1,TR,5.8,1,70,38.65134,-122.61858
"Shute-Mills Route","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734603/shute-mills-route,2.8,-1,Sport,5.8+,1,60,38.65134,-122.61858
"Saviour Heart","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734606/saviour-heart,2.0,-1,"Trad, Sport","5.9 X",1,60,38.65134,-122.61858
"Bushy Crack","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106599875/bushy-crack,2.0,-1,Trad,"5.9 PG13",1,50,38.65134,-122.61858
18NY,"Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106599890/18ny,2.0,-1,"Trad, Sport, TR",5.9,1,40,38.65134,-122.61858
"Far Out","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106791502/far-out,1.8,-1,Sport,5.9,1,35,38.65134,-122.61858
"Livin' on a Prayer","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112504062/livin-on-a-prayer,2.6,-1,Sport,5.9,1,60,38.65134,-122.61858
"Cereal Killer","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106692383/cereal-killer,2.1,-1,Sport,5.10a,1,75,38.65134,-122.61858
"Atlas Shrugged","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106723540/atlas-shrugged,2.9,-1,"Sport, TR","5.10a R",1,50,38.65134,-122.61858
"Death to the Right","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734621/death-to-the-right,1.4,-1,"Trad, TR","5.10a R",1,70,38.65134,-122.61858
"Mystery Hole","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734759/mystery-hole,3.0,-1,"Sport, TR",5.10a,1,40,38.65134,-122.61858
Jardinero,"Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106287958/jardinero,2.2,-1,Sport,5.10a,1,50,38.65134,-122.61858
"Feelin' Your Oats","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734612/feelin-your-oats,2.4,-1,"Trad, TR","5.10b R",1,60,38.65134,-122.61858
"The Chief","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106449034/the-chief,3.1,-1,"Sport, TR",5.10c,1,30,38.65134,-122.61858
Atlas,"Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106723546/atlas,3.1,-1,"Trad, TR","5.10c R",1,50,38.65134,-122.61858
"At Last","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106723551/at-last,2.8,-1,Sport,5.10d,1,65,38.65134,-122.61858
"Better Eat Your Wheaties","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734609/better-eat-your-wheaties,2.4,-1,"Trad, Sport","5.10d PG13",1,50,38.65134,-122.61858
"War Party","Shute-Mills Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106449019/war-party,2.2,-1,"Sport, TR","5.11a R",1,30,38.65134,-122.61858
Koka,"Kola Spire > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108433287/koka,2.8,-1,Trad,5.8,1,50,38.65153,-122.61885
7up,"Kola Spire > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/116496777/7up,3.0,-1,Sport,5.8,1,50,38.65153,-122.61885
Kola,"Kola Spire > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735548/kola,2.9,-1,Sport,5.9,1,50,38.65153,-122.61885
"Separation Anxiety","Kola Spire > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735713/separation-anxiety,2.7,-1,"Sport, TR",5.9+,1,60,38.65153,-122.61885
"Old Tradition","Hummingbird Spire Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106599909/old-tradition,2.5,-1,Trad,"5.7 PG13",1,60,38.65147,-122.61851
"Hummingbird Spire, N. Face","Hummingbird Spire Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106741496/hummingbird-spire-n-face,2.0,-1,Trad,5.7,1,30,38.65147,-122.61851
"Old Spice","Hummingbird Spire Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/108495882/old-spice,2.7,-1,Trad,5.9,1,50,38.65147,-122.61851
Synchronicity,"Hummingbird Spire Area > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106707740/synchronicity,2.0,-1,Sport,5.11c,1,40,38.65147,-122.61851
Apollo,"Moon Rock > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118603658/apollo,3.0,-1,Sport,5.10c/d,1,60,38.65239,-122.61961
"Moon Walk","Moon Rock > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118603452/moon-walk,3.0,-1,Sport,5.11a,1,60,38.65239,-122.61961
Artemis,"Moon Rock > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118603587/artemis,2.0,-1,Sport,5.11a,1,50,38.65239,-122.61961
"Lunar Eclipse","Moon Rock > The Far Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118603362/lunar-eclipse,2.3,-1,Sport,5.12a,1,60,38.65239,-122.61961
"Bubble Slab--Right","The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106288015/bubble-slab-right,2.2,-1,"Sport, TR",5.7,1,60,38.65093,-122.61322
Sunset,"The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121749997/sunset,2.0,-1,Sport,5.8,1,50,38.65093,-122.61322
"Fistful of Hueco","The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121749574/fistful-of-hueco,2.6,-1,Sport,5.8,1,50,38.65093,-122.61322
"5.9 Face","The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734870/59-face,2.2,-1,"Sport, TR",5.9,1,60,38.65093,-122.61322
"Old Ladder Route","The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735071/old-ladder-route,3.0,-1,"Sport, TR",5.10a/b,1,70,38.65093,-122.61322
"b. boy bypass","The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/116160039/b-boy-bypass,3.3,-1,Sport,5.10c,1,80,38.65093,-122.61322
"Solar Power","The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734651/solar-power,2.9,-1,Sport,5.10c/d,1,40,38.65093,-122.61322
"The West Arete","The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734654/the-west-arete,2.8,-1,Sport,5.10c/d,1,50,38.65093,-122.61322
"Left Edge","The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734750/left-edge,2.0,-1,Sport,5.10d,1,50,38.65093,-122.61322
"The Ladder","The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734861/the-ladder,3.1,-1,"Sport, TR",5.10d,1,70,38.65093,-122.61322
Boba,"The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/114575291/boba,3.0,-1,Sport,5.11a,1,40,38.65093,-122.61322
"Little Buddy","The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/114614207/little-buddy,3.1,-1,Sport,5.11a,1,80,38.65093,-122.61322
"The Way of the Road","The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/116159623/the-way-of-the-road,4.0,-1,Sport,5.11b,1,80,38.65093,-122.61322
"Bubble Boy","The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105734567/bubble-boy,2.7,-1,Sport,5.11b,1,80,38.65093,-122.61322
"Excusez Moi","The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/116517374/excusez-moi,4.0,-1,Sport,5.11,1,60,38.65093,-122.61322
Catchy,"The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735074/catchy,2.6,-1,Sport,5.11c,1,60,38.65093,-122.61322
"Big Buddy","The Bubble > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/117699968/big-buddy,4.0,-1,Sport,"5.11+ PG13",1,80,38.65093,-122.61322
"Wednesday Mourning","Wednesday Wall > Satellite Rocks > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105954986/wednesday-mourning,2.0,-1,Sport,5.10a,1,40,38.65166,-122.61189
